PermutationIndex,Permutation,MatterQubits
201969051,"[5,7,1,12,6,13,2,8,11,10,3,9,4]",4
202190698,"[2,4,6,12,7,11,5,8,13,10,1,9,3]",4
202269035,"[5,8,1,11,6,12,2,7,13,10,3,9,4]",4
202908422,"[1,8,6,12,2,10,4,7,13,11,5,9,3]",4
203058074,"[2,8,7,11,3,10,6,1,12,13,4,9,5]",4
203327554,"[2,8,6,12,5,13,1,7,10,11,4,9,3]",4
203621459,"[2,7,6,13,5,10,4,8,12,11,1,9,3]",4
203788318,"[2,7,6,10,4,11,1,8,13,12,3,9,5]",4
204001247,"[1,6,4,13,7,11,2,8,12,10,5,9,3]",4
204271506,"[1,6,5,10,7,13,4,8,11,12,2,9,3]",4
204445676,"[3,8,7,10,1,11,4,2,13,12,6,9,5]",4
204702450,"[2,8,7,12,4,10,3,1,11,13,6,9,5]",4
204791247,"[5,8,7,10,6,11,3,1,13,12,4,9,2]",4
204846120,"[3,2,6,11,7,12,1,8,10,13,4,9,5]",4
204861174,"[4,8,7,11,5,13,3,2,12,10,6,9,1]",4
205039108,"[4,7,2,10,6,11,3,8,13,12,5,9,1]",4
205244440,"[2,8,7,13,6,10,4,5,12,11,3,9,1]",4
206131958,"[4,8,6,13,5,12,3,7,10,11,2,9,1]",4
206869156,"[1,8,7,10,6,13,2,3,11,12,5,9,4]",4
206964252,"[1,8,7,12,3,11,6,5,10,13,4,9,2]",4
207208996,"[3,8,7,11,5,12,1,4,13,10,6,9,2]",4
207312951,"[1,8,7,10,4,13,3,5,12,11,6,9,2]",4
207313697,"[1,7,6,11,5,10,3,8,12,13,2,9,4]",4
207402183,"[1,8,2,11,6,12,5,7,10,13,4,9,3]",4
207432977,"[5,6,3,13,7,11,2,8,12,10,1,9,4]",4
207855211,"[3,8,7,13,4,10,6,2,11,12,5,9,1]",4
208023165,"[5,8,7,12,4,13,1,6,10,11,3,9,2]",4
208890781,"[3,8,7,13,2,10,1,4,12,11,6,9,5]",4
209335246,"[2,7,5,13,6,11,3,8,10,12,4,9,1]",4
209835318,"[3,8,7,12,2,10,6,1,11,13,4,9,5]",4
209854172,"[5,8,7,12,1,10,4,6,13,11,3,9,2]",4
210607059,"[2,8,7,11,4,10,5,6,12,13,3,9,1]",4
210624761,"[2,8,7,12,1,10,5,4,13,11,6,9,3]",4
210702701,"[3,8,6,10,1,12,2,7,11,13,5,9,4]",4
210854760,"[4,8,7,13,1,12,5,3,11,10,6,9,2]",4
210995656,"[3,8,7,12,6,13,4,1,11,10,2,9,5]",4
211301180,"[4,7,6,12,1,13,3,8,11,10,2,9,5]",4
211616766,"[3,6,2,12,7,10,4,8,11,13,5,9,1]",4
211664069,"[5,8,7,10,2,13,4,1,12,11,6,9,3]",4
212211361,"[5,8,2,11,6,12,1,7,13,10,3,9,4]",4
212394584,"[3,8,7,12,4,10,6,5,11,13,2,9,1]",4
212395592,"[5,7,6,11,4,13,2,8,10,12,3,9,1]",4
213014538,"[1,8,6,11,2,12,4,7,10,13,5,9,3]",4
213054238,"[1,8,7,10,4,13,3,6,11,12,2,9,5]",4
