PermutationIndex,Permutation,MatterQubits
619309491,"[2,7,1,8,6,9,3,10,13,11,4,5,12]",4
619479524,"[5,7,1,8,2,9,3,10,11,12,6,4,13]",4
619869616,"[6,7,2,8,5,9,1,13,11,12,4,3,10]",4
620777407,"[7,6,3,8,2,9,5,11,13,10,1,4,12]",4
620792408,"[6,7,5,8,2,9,1,13,10,12,3,4,11]",4
620861131,"[1,7,6,8,3,9,2,11,12,10,5,4,13]",4
621612195,"[5,7,4,8,1,9,3,12,10,11,6,2,13]",4
622077618,"[1,7,3,8,6,9,2,12,11,10,5,4,13]",4
622241279,"[7,5,2,8,3,9,1,10,13,12,6,4,11]",4
622745271,"[5,7,3,8,6,9,4,12,11,10,2,1,13]",4
623518890,"[6,7,4,8,2,9,5,11,12,13,3,1,10]",4
623595453,"[7,4,5,8,1,9,2,12,11,10,6,3,13]",4
625493759,"[7,6,3,8,4,9,1,13,12,10,5,2,11]",4
625820742,"[7,5,4,8,1,9,3,10,11,12,6,2,13]",4
625851240,"[3,7,2,8,6,9,5,13,12,10,1,4,11]",4
626317022,"[7,4,3,8,2,9,1,13,11,10,6,5,12]",4
626678322,"[7,6,5,8,3,9,1,11,10,13,2,4,12]",4
627038168,"[7,3,5,8,2,9,4,13,10,12,6,1,11]",4
627260425,"[6,7,2,8,5,9,4,13,12,10,3,1,11]",4
627776793,"[6,7,1,8,3,9,5,10,12,13,4,2,11]",4
628009999,"[5,7,4,8,6,9,3,12,11,13,1,2,10]",4
