PermutationIndex,Permutation,MatterQubits
156629692,"[20,21,13,16,9,5,7,15,6,18,4,24,2,12,10,3,1,8,17,14,19,22,23,11]",9
158132453,"[6,17,11,24,2,3,12,10,7,9,18,15,22,23,16,8,21,14,13,20,5,1,4,19]",9
161141665,"[21,9,5,2,23,3,17,12,15,1,8,10,6,4,7,16,20,18,22,24,11,19,14,13]",9
161646806,"[23,16,19,18,8,24,12,13,14,5,1,3,21,4,20,6,22,7,10,17,9,11,2,15]",9
187286296,"[3,9,10,21,20,19,23,17,5,18,14,8,15,7,4,11,22,12,16,6,24,2,1,13]",9
190830269,"[17,9,15,11,6,1,24,7,16,5,18,8,3,12,2,4,10,21,14,22,19,20,13,23]",9
197248559,"[21,18,2,24,6,11,16,3,9,7,17,13,20,1,19,8,5,14,4,12,10,22,15,23]",9
214022957,"[20,6,22,9,12,15,8,11,4,18,7,16,2,23,13,5,14,10,1,3,17,24,21,19]",9
218277420,"[14,6,9,18,5,22,2,19,11,15,13,10,8,7,17,23,16,3,4,1,20,21,24,12]",9
222861194,"[23,5,3,9,17,7,21,8,15,6,2,14,10,1,11,18,19,20,22,24,12,16,13,4]",9
235771102,"[14,5,2,10,18,1,19,12,22,13,6,16,9,11,7,15,24,17,21,23,3,20,4,8]",9
262169884,"[1,12,6,3,2,18,15,22,21,19,7,23,14,13,16,10,5,8,17,11,20,9,24,4]",9
285412042,"[8,11,5,16,17,23,18,20,3,22,12,2,14,6,4,10,24,13,19,1,21,7,9,15]",9
292243157,"[13,18,6,15,5,1,14,8,11,10,22,16,24,19,17,7,20,12,3,23,2,4,9,21]",9
296374892,"[22,17,24,19,12,20,13,14,21,2,4,7,18,8,23,1,15,10,5,11,9,3,6,16]",9
300633910,"[20,6,19,10,22,3,1,8,11,9,12,16,14,21,18,24,13,17,23,4,15,7,2,5]",9
304918944,"[19,3,22,1,8,18,5,12,2,17,13,21,9,16,10,6,14,11,7,4,20,15,23,24]",9
307921246,"[5,7,13,1,11,6,22,21,23,18,15,10,20,12,24,17,3,8,4,19,2,16,9,14]",9
321061843,"[24,13,12,16,5,8,9,18,1,17,3,21,4,11,14,6,2,7,20,15,22,23,19,10]",9
326748188,"[11,8,21,10,12,7,17,13,19,5,15,9,2,14,6,4,1,20,16,24,23,22,3,18]",9
327827340,"[4,1,20,15,18,23,22,9,16,11,10,17,8,12,2,21,13,19,3,24,7,6,14,5]",9
367088255,"[6,13,7,5,2,16,14,19,20,18,12,17,24,10,21,1,3,11,15,4,23,9,22,8]",9
370424539,"[17,2,16,7,8,18,10,3,4,24,11,21,12,22,13,5,14,1,9,6,19,15,23,20]",9
403225940,"[3,8,14,7,12,1,16,20,21,23,18,2,17,11,6,15,9,4,5,22,13,24,10,19]",9
411550735,"[12,17,9,22,2,24,1,7,6,10,4,5,16,15,21,23,20,13,18,14,11,19,8,3]",9
415372324,"[9,10,20,4,16,1,17,12,8,13,5,6,2,24,14,21,22,18,11,19,23,7,15,3]",9
419143461,"[6,21,12,10,18,4,8,7,23,13,16,3,15,1,9,14,5,11,2,20,19,17,22,24]",9
426110588,"[21,5,20,9,17,12,6,14,10,1,4,16,18,19,23,22,7,24,13,2,15,11,8,3]",9
428320079,"[19,24,13,20,16,10,17,2,1,6,15,4,22,7,21,5,9,3,8,11,12,23,14,18]",9
435423699,"[19,2,7,1,20,9,23,5,14,11,3,12,4,6,8,17,22,18,24,21,10,16,13,15]",9
463927735,"[13,10,18,9,11,5,22,12,24,8,21,7,4,14,1,3,6,16,15,20,23,19,2,17]",9
472093738,"[7,6,5,24,17,21,23,20,10,22,12,14,15,1,4,2,18,8,16,11,19,3,9,13]",9
488699017,"[21,5,19,11,17,8,12,10,6,2,7,23,16,22,20,24,1,18,14,13,15,3,9,4]",9
